央视频道,#genre#
宁夏公共频道,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5E527FBEU319AC163K7768D0EEI59A8C401PBM321BC1AV0Z9C465W15F60B7EBB17EFE8&playtoken=ABCDEFGH&programid=4200900016.m3u8
宁夏经济频道,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5E527FBEU319AC163K7768D0EEI59A8C401PBM321BC1AV0Z9C465W15F60B7EBB17EFE8&playtoken=ABCDEFGH&programid=4200900018.m3u8
宁夏影视频道,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5E527FBEU319AC163K7768D0EEI59A8C401PBM321BC1AV0Z9C465W15F60B7EBB17EFE8&playtoken=ABCDEFGH&programid=4200900019.m3u8
宁夏少儿频道,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5E527FBEU319AC163K7768D0EEI59A8C401PBM321BC1AV0Z9C465W15F60B7EBB17EFE8&playtoken=ABCDEFGH&programid=4200900020.m3u8
辽宁影视剧,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED9E2F7U309C3110K7781F2B0I8492CA2APBM32051F8V1020DZ33519WE791F31D071&playtoken=ABCDEFGHIGK&programid=4200000027.m3u8
辽宁都市频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED9E2F7U309C3110K7781F2B0I8492CA2APBM32051F8V1020DZ33519WE791F31D071&playtoken=ABCDEFGHIGK&programid=4200000026.m3u8
辽宁公共频道,http://hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226766/index.m3u8
辽宁体育频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED9E2F7U309C3110K7781F2B0I8492CA2APBM32051F8V1020DZ33519WE791F31D071&playtoken=ABCDEFGHIGK&programid=4200000028.m3u8
辽宁北方频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED9E2F7U309C3110K7781F2B0I8492CA2APBM32051F8V1020DZ33519WE791F31D071&playtoken=ABCDEFGHIGK&programid=4200000030.m3u8
辽宁经济频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED9E2F7U309C3110K7781F2B0I8492CA2APBM32051F8V1020DZ33519WE791F31D071&playtoken=ABCDEFGHIGK&programid=4200000188.m3u8
辽宁生活频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED9E2F7U309C3110K7781F2B0I8492CA2APBM32051F8V1020DZ33519WE791F31D071&playtoken=ABCDEFGHIGK&programid=4200000190.m3u8
辽宁宜佳购物,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED9E2F7U309C3110K7781F2B0I8492CA2APBM32051F8V1020DZ33519WE791F31D071&playtoken=ABCDEFGHIGK&programid=4200000029.m3u8
辽宁教育青少,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED9E2F7U309C3110K7781F2B0I8492CA2APBM32051F8V1020DZ33519WE791F31D071&playtoken=ABCDEFGHIGK&programid=4200000191.m3u8
大连新闻综合,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED9E2F7U309C3110K7781F2B0I8492CA2APBM32051F8V1020DZ33519WE791F31D071&playtoken=ABCDEFGHIGK&programid=4200000132.m3u8
大连乐天购物,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED9E2F7U309C3110K7781F2B0I8492CA2APBM32051F8V1020DZ33519WE791F31D071&playtoken=ABCDEFGHIGK&programid=4200000235.m3u8
大连生活频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED9E2F7U309C3110K7781F2B0I8492CA2APBM32051F8V1020DZ33519WE791F31D071&playtoken=ABCDEFGHIGK&programid=4200000002.m3u8
大连公共频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED9E2F7U309C3110K7781F2B0I8492CA2APBM32051F8V1020DZ33519WE791F31D071&playtoken=ABCDEFGHIGK&programid=4200000003.m3u8
大连文体频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED9E2F7U309C3110K7781F2B0I8492CA2APBM32051F8V1020DZ33519WE791F31D071&playtoken=ABCDEFGHIGK&programid=4200000004.m3u8
大连综合影视,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED9E2F7U309C3110K7781F2B0I8492CA2APBM32051F8V1020DZ33519WE791F31D071&playtoken=ABCDEFGHIGK&programid=4200000005.m3u8
大连少儿频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED9E2F7U309C3110K7781F2B0I8492CA2APBM32051F8V1020DZ33519WE791F31D071&playtoken=ABCDEFGHIGK&programid=4200000006.m3u8
大连财经频道,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5ED9E2F7U309C3110K7781F2B0I8492CA2APBM32051F8V1020DZ33519WE791F31D071&playtoken=ABCDEFGHIGK&programid=4200000007.m3u8
江西都市频道,http://39.134.116.4:18890/PLTV/88888910/224/3221225584/index.m3u8?fmt=ts2hls
江西经济生活,http://39.134.116.4:18890/PLTV/88888910/224/3221225580/index.m3u8?fmt=ts2hls
江西影视旅游,http://39.134.116.4:18890/PLTV/88888910/224/3221225579/index.m3u8?fmt=ts2hls
江西公共农业,http://39.134.116.4:18890/PLTV/88888910/224/3221225578/index.m3u8?fmt=ts2hls
江西少儿频道,http://39.134.116.4:18890/PLTV/88888910/224/3221226194/index.m3u8?fmt=ts2hls
江西新闻频道,http://39.134.116.4:18890/PLTV/88888910/224/3221225615/index.m3u8?fmt=ts2hls
上饶新闻综合,http://39.134.116.4:18890/PLTV/88888888/224/3221225914/index.m3u8
上饶公共频道,http://39.134.116.4:18890/PLTV/88888888/224/3221225915/index.m3u8
九江新闻综合,http://39.134.116.4:18890/PLTV/88888888/224/3221225774/index.m3u8
九江公共频道,http://39.134.116.4:18890/PLTV/88888888/224/3221225775/index.m3u8
永修新闻综合,http://39.134.116.4:18890/PLTV/88888888/224/3221225662/index.m3u8
永修公共频道,http://39.134.116.4:18890/PLTV/88888888/224/3221225663/index.m3u8
甘肃都市频道,http://39.134.39.37/PLTV/88888888/224/3221226248/index.m3u8
甘肃公共应急,http://39.134.39.37/PLTV/88888888/224/3221226250/index.m3u8
甘肃经济频道,http://39.134.39.37/PLTV/88888888/224/3221226252/index.m3u8
甘肃文化影视,http://39.134.39.37/PLTV/88888888/224/3221226287/index.m3u8
甘肃少儿频道,http://39.134.39.37/PLTV/88888888/224/3221226289/index.m3u8
兰州新闻综合,http://39.134.39.37/PLTV/88888888/224/3221226242/index.m3u8
兰州公共频道,http://39.134.39.37/PLTV/88888888/224/3221226244/index.m3u8
兰州综艺体育,http://39.134.39.37/PLTV/88888888/224/3221226246/index.m3u8
兰州生活经济,http://39.134.39.37/PLTV/88888888/224/3221226285/index.m3u8
甘肃公共应急,http://39.134.39.39/270000001322/69900158041111100000002162/index.m3u8
甘肃少儿频道,http://39.134.39.39/270000001322/69900158041111100000002165/index.m3u8
甘肃文化影视,http://39.134.39.39/270000001322/69900158041111100000002161/index.m3u8
甘肃经济频道,http://39.134.39.39/270000001322/69900158041111100000002164/index.m3u8
甘肃都市频道,http://39.134.39.39/270000001322/69900158041111100000002163/index.m3u8
黑龙江新闻法治,http://stream3.hljtv.com/hljxw2/sd/live.m3u8
黑龙江都市频道,http://stream3.hljtv.com/hljdd2/sd/live.m3u8
黑龙江影视频道,http://stream3.hljtv.com/hljys2/sd/live.m3u8
黑龙江文艺频道,http://stream3.hljtv.com/hljwy2/sd/live.m3u8
黑龙江公共农业,http://stream3.hljtv.com/hljgg2/sd/live.m3u8
黑龙江少儿频道,http://stream3.hljtv.com/hljse2/sd/live.m3u8
哈尔滨新闻综合,http://39.134.66.66/PLTV/88888888/224/3221225684/index.m3u8
哈尔滨娱乐频道,http://39.134.66.66/PLTV/88888888/224/3221225699/index.m3u8
哈尔滨影视频道,http://39.134.66.66/PLTV/88888888/224/3221225700/index.m3u8
哈尔滨生活频道,http://39.134.66.66/PLTV/88888888/224/3221225698/index.m3u8
哈尔滨都市资讯,http://39.134.66.66/PLTV/88888888/224/3221225697/index.m3u8
大庆新闻综合,http://39.134.66.66/PLTV/88888888/224/3221225736/index.m3u8
大庆教育频道,http://39.134.66.66/PLTV/88888888/224/3221225731/index.m3u8
大庆公共频道,http://39.134.66.66/PLTV/88888888/224/3221225734/index.m3u8
牡丹江新闻综合,http://42098.hlsplay.aodianyun.com/tv_radio_42098/tv_channel_1315.m3u8
牡丹江公共频道,http://42098.hlsplay.aodianyun.com/tv_radio_42098/tv_channel_1547.m3u8
山东影视频道,http://120.221.5.171:8089/PLTV/88888888/224/3221225802/index.m3u8
山东综艺频道,http://120.221.5.111:8089/PLTV/88888888/224/3221225855/index.m3u8
山东公共频道,http://120.221.5.101:8089/PLTV/88888888/224/3221226077/index.m3u8
山东生活频道,http://120.221.5.101:8089/PLTV/88888888/224/3221225841/index.m3u8
山东齐鲁频道,http://120.221.5.111:8089/PLTV/88888888/224/3221226045/index.m3u8
山东少儿频道,http://120.221.5.111:8089/PLTV/88888888/224/3221226195/index.m3u8
山东农科频道,http://120.221.5.111:8089/PLTV/88888888/224/3221226018/index.m3u8
山东体育频道,http://120.221.5.111:8089/PLTV/88888888/224/3221226075/index.m3u8
淄博新闻频道,http://120.221.5.111:8089/PLTV/88888888/224/3221225986/index.m3u8
淄博公共频道,http://120.221.5.111:8089/PLTV/88888888/224/3221226014/index.m3u8
昌乐新闻综合,http://livealone302.iqilu.com/changle/changle_tv01/playlist.m3u8
河东影视频道,http://jsylivealone302.iqilu.com/live/hedong_tv01.m3u8
河东综合频道,http://jsylivealone302.iqilu.com/live/hedong_tv02.m3u8
邹城新闻综合,http://jsylivealone302.iqilu.com/live/zoucheng_tv01.m3u8
邹城文化生活,http://jsylivealone302.iqilu.com/live/zoucheng_tv02.m3u8
文登新闻综合,http://jsylivealone302.iqilu.com/live/wendeng_tv01.m3u8
文登综艺影视,http://jsylivealone302.iqilu.com/live/wendeng_tv02.m3u8
武城新闻综合,http://jsylivealone302.iqilu.com/live/wucheng_tv01.m3u8
武城综艺影视,http://jsylivealone302.iqilu.com/live/wucheng_tv02.m3u8
鱼台生活频道,http://jsylivealone302.iqilu.com/live/yutai_tv01.m3u8
鱼台新闻频道,http://jsylivealone302.iqilu.com/live/yutai_tv02.m3u8
高青综合频道,http://livealone302.iqilu.com/gaoqing/gaoqing_tv01.m3u8
高青影视频道,http://livealone302.iqilu.com/gaoqing/gaoqing_tv02.m3u8
昌邑新闻综合,http://jsylivealone302.iqilu.com/live/changyi_tv01.m3u8
昌邑经济生活,http://jsylivealone302.iqilu.com/live/changyi_tv02.m3u8
安丘新闻频道,http://jsylivealone302.iqilu.com/live/anqiu_tv01.m3u8
安丘民生频道,http://jsylivealone302.iqilu.com/live/anqiu_tv02.m3u8
曹县新闻综合,http://jsylivealone302.iqilu.com/live/caoxian_tv01.m3u8
单县综合频道,http://jsylivealone302.iqilu.com/live/shanxian_tv01.m3u8
峄城综合频道,http://jsylivealone302.iqilu.com/live/yicheng_tv01.m3u8
郯城综合频道,http://jsylivealone302.iqilu.com/live/tancheng_tv01.m3u8
莱州新闻综合,http://jsylivealone302.iqilu.com/live/laizhou_tv01.m3u8
微山综合频道,http://jsylivealone302.iqilu.com/live/weishan_tv02.m3u8
微山影视频道,http://jsylivealone302.iqilu.com/live/weishan_tv01.m3u8
商河综合频道,http://jsylivealone302.iqilu.com/live/shanghe_tv01.m3u8
商河影视频道,http://jsylivealone302.iqilu.com/live/shanghe_tv02.m3u8
博山新闻频道,http://alylivealone302.iqilu.com/live/boshan_tv02.m3u8
博山图文频道,http://alylivealone302.iqilu.com/live/boshan_tv01.m3u8
招远综合频道,http://livealone302.iqilu.com/zhaoyuan/zhaoyuan_tv01.m3u8
招远综艺频道,http://livealone302.iqilu.com/zhaoyuan/zhaoyuan_tv02.m3u8
郓城新闻综合,http://jsylivealone302.iqilu.com/live/yuncheng_tv01.m3u8
郓城民生综艺,http://jsylivealone302.iqilu.com/live/yuncheng_tv02.m3u8
宁阳综合频道,http://jsylivealone302.iqilu.com/live/ningyang_tv01.m3u8
宁阳生活频道,http://jsylivealone302.iqilu.com/live/ningyang_tv02.m3u8
费县综合频道,http://jsylivealone302.iqilu.com/live/feixian_tv01.m3u8
费县生活频道,http://jsylivealone302.iqilu.com/live/feixian_tv02.m3u8
乳山新闻频道,http://jsylivealone302.iqilu.com/live/rushan_tv01.m3u8
云南都市频道,http://39.130.206.132:6410/gitv_live/G_YNTV-2-HD/G_YNTV-2-HD.m3u8
云南娱乐频道,http://39.130.206.132:6410/gitv_live/G_YNTV-3-HD/G_YNTV-3-HD.m3u8
云南生活资讯,http://39.130.206.132:6410/gitv_live/G_YNTV-4-HD/G_YNTV-4-HD.m3u8
云南影视频道,http://39.130.206.132:6410/gitv_live/G_YNTV-5-HD/G_YNTV-5-HD.m3u8
云南公共频道,http://39.130.206.132:6410/gitv_live/G_YNTV-6-HD/G_YNTV-6-HD.m3u8
云南少儿频道,http://39.130.206.132:6410/gitv_live/G_YNTVSE-HD/G_YNTVSE-HD.m3u8
红河新闻频道,http://39.130.206.132:6410/gitv_live/G_HONGHETV-1/G_HONGHETV-1.m3u8
红河公共频道,http://39.130.206.132:6410/gitv_live/G_HONGHETV-2/G_HONGHETV-2.m3u8
楚雄新闻频道,http://39.130.206.132:6410/gitv_live/G_CHUXIONGXW/G_CHUXIONGXW.m3u8
楚雄公共频道,http://39.130.206.132:6410/gitv_live/G_CHUXIONGGG/G_CHUXIONGGG.m3u8
弥勒电视台,http://39.130.215.197:6610/gitv_live/G_MILE/G_MILE.m3u8
玉溪新闻综合,http://hwzbout.yunshicloud.com/r5fc3f/3l9g1m.m3u8
玉溪公共频道,http://hwzbout.yunshicloud.com/r5fc3f/4kzlat.m3u8
普洱新闻综合,http://hwzbout.yunshicloud.com/701aec/orx377.m3u8
文山新闻综合,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv
文山公共频道,http://tvdrs.wsrtv.com.cn:8100/channellive/ch2.flv
四川新闻频道,http://scgctvshow.sctv.com/hdlive/sctv4/1.m3u8
四川文化旅游,http://scgctvshow.sctv.com/hdlive/sctv2/1.m3u8
四川经济频道,http://scgctvshow.sctv.com/hdlive/sctv3/1.m3u8
四川影视文艺,http://scgctvshow.sctv.com/hdlive/sctv5/1.m3u8
四川星空购物,http://scgctvshow.sctv.com/hdlive/sctv6/1.m3u8
四川妇女儿童,http://scgctvshow.sctv.com/hdlive/sctv7/1.m3u8
公共乡村频道,http://scgctvshow.sctv.com/hdlive/sctv9/1.m3u8
四川峨眉电影,http://scgctvshow.sctv.com/hdlive/emei/1.m3u8
巴中综合频道,http://30814.hlsplay.aodianyun.com/lms_30814/tv_channel_246.m3u8
巴中公共频道,http://30814.hlsplay.aodianyun.com/lms_30814/tv_channel_247.m3u8
达州新闻综合,http://tv.drs.dzxw.net/channellive/dzrtv-hd1.flv
达州公共频道,http://tv.drs.dzxw.net/channellive/dzrtv-hd2.flv
达州通川频道,http://tv.drs.dzxw.net/channellive/dzrtv-hd4.flv
乐山新闻综合,http://flv.channellive.leshantv.net/live/ch1.flv
乐山公共频道,http://flv.channellive.leshantv.net/live/ch2.flv
泸州新闻综合,http://file.weblz.com.cn:6066/cms/videos/nmip-media-dz/channellive/channel3/playlist.m3u8
泸州公共生活,http://file.weblz.com.cn:6066/cms/videos/nmip-media-dz/channellive/channel4/playlist.m3u8
泸州科教频道,http://file.weblz.com.cn:6066/cms/videos/nmip-media-dz/channellive/channel5/playlist.m3u8
遂宁综合频道,http://snlive.scsntv.com:8091/live/xwzh.m3u8
遂宁公共频道,http://snlive.scsntv.com:8091/live/gggy.m3u8
广东珠江频道,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000004000011655&stbId=004003FF0047938264008422F156640C&livemode=1
广东嘉佳卡通,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000002000025964&stbId=004003FF0047938264008422F156640C&livemode=1
开平综合频道,http://31355.hlsplay.aodianyun.com/tv_radio_31355/tv_channel_1434.m3u8
开平生活频道,http://31355.hlsplay.aodianyun.com/tv_radio_31355/tv_channel_1435.m3u8
佛山综合频道,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_zhpd.m3u8
佛山公共频道,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_ggpd.m3u8
佛山影视频道,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_yspd.m3u8
佛山顺德频道,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_sdpd.m3u8
佛山南海频道,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_nhpd.m3u8
佛山公共频道,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_ggpd.m3u8
韶关综合频道,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
韶关公共频道,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8
河源综合频道,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共频道,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
阳江新闻综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/playlist.m3u8
阳江公共频道,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/playlist.m3u8
番禺新闻综合,http://live.pybtv.cn/channel1/sd/live.m3u8
仙桃生活文体,http://36979.hlsplay.aodianyun.com/guangdianyun_36979/tv_channel_510.m3u8
襄阳综合频道,http://34911.hlsplay.aodianyun.com/guangdianyun_34911/tv_channel_390.m3u8
襄阳经济生活,http://xiangyang.live.cjyun.org/video/s10125-society_hd/index.m3u8
襄阳公共频道,http://xiangyang.live.cjyun.org/video/s10125-education_hd.m3u8
黄石都市频道,http://58.51.195.138:8800/hls/1/index.m3u8
黄石公共频道,http://58.51.195.138:8800/hls/2/index.m3u8
福建综合频道,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226826/47882539.smil
福建新闻频道,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226116/10000100000000060000000002358068_0.smil
福建体育频道,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226127/10000100000000060000000002434540_0.smil
福建乡村公共,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226113/10000100000000060000000002358064_0.smil
福建旅游频道,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226125/10000100000000060000000002358191_0.smil
福建经济频道,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226117/10000100000000060000000002358072_0.smil
福建少儿频道,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226120/10000100000000060000000002358082_0.smil
福建电视剧,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226115/10000100000000060000000002358067_0.smil
厦门新闻频道,rtsp://183.252.165.210/PLTV/88888888/224/3221226798/45744988.smil
厦门新闻频道,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226814/index.m3u8
厦门海峡频道,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226777/index.m3u8
厦门生活频道,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226760/index.m3u8
南平新闻频道,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227066/index.m3u8
南平公共频道,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226956/index.m3u8
宁德新闻频道,rtsp://183.252.165.210/PLTV/88888888/224/3221226768/46971866.smil
宁德公共频道,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226635/index.m3u8
漳州新闻频道,rtsp://183.252.165.210/PLTV/88888888/224/3221226728/45553461.smil
南平新闻频道,rtsp://183.252.165.210/PLTV/88888888/224/3221226772/47387629.smil
泉州新闻频道,rtsp://183.252.165.210/PLTV/88888888/224/3221226810/46680493.smil
三明新闻频道,rtsp://183.252.165.210/PLTV/88888888/224/3221226769/46558552.smil
莆田新闻频道,rtsp://183.252.165.210/PLTV/88888888/224/3221226724/45553236.smil
龙岩新闻频道,rtsp://183.252.165.210/PLTV/88888888/224/3221226782/45553545.smil
平潭新闻频道,rtsp://183.252.165.210/PLTV/88888888/224/3221226735/45469664.smil
福州新闻综合,rtsp://183.252.165.210/PLTV/88888888/224/3221226720/45553071.smil
尤溪新闻综合,http://38269.hlsplay.aodianyun.com/tv_radio_38269/tv_channel_765.m3u8
尤溪城市生活,http://38269.hlsplay.aodianyun.com/tv_radio_38269/tv_channel_766.m3u8
尤溪旅游宣传,http://38269.hlsplay.aodianyun.com/tv_radio_38269/tv_channel_767.m3u8
沙县新闻综合,http://35498.hlsplay.aodianyun.com/guangdianyun_35498/tv_channel_425.m3u8
长乐新闻综合,http://35908.hlsplay.aodianyun.com/guangdianyun_35908/tv_channel_327.m3u8
新罗电视一套,http://stream.lyxltv.com/xltv/sd/live.m3u8
新罗电视二套,http://stream.lyxltv.com/xinluotv/sd/live.m3u8
山西经济资讯,http://access.shuliyun.com:13164/playurl?playtype=live&protocol=hls&accesstoken=GC19726C7V21307D1T6B005F28JD9B307ABM7B62413DICAB7991BK98BDB0&playtoken=ABCDEFGH&programid=4200000059.m3u8
山西影视频道,http://access.shuliyun.com:13164/playurl?playtype=live&protocol=hls&accesstoken=GC19726C7V21307D1T6B005F28JD9B307ABM7B62413DICAB7991BK98BDB0&playtoken=ABCDEFGH&programid=4200000060.m3u8
山西公共频道,http://access.shuliyun.com:13164/playurl?playtype=live&protocol=hls&accesstoken=GC19726C7V21307D1T6B005F28JD9B307ABM7B62413DICAB7991BK98BDB0&playtoken=ABCDEFGH&programid=4200000061.m3u8
山西科教频道,http://access.shuliyun.com:13164/playurl?playtype=live&protocol=hls&accesstoken=GC19726C7V21307D1T6B005F28JD9B307ABM7B62413DICAB7991BK98BDB0&playtoken=ABCDEFGH&programid=4200000062.m3u8
山西少儿频道,http://access.shuliyun.com:13164/playurl?playtype=live&protocol=hls&accesstoken=GC19726C7V21307D1T6B005F28JD9B307ABM7B62413DICAB7991BK98BDB0&playtoken=ABCDEFGH&programid=4200000063.m3u8
晋城新闻综合,http://access.shuliyun.com:13164/playurl?playtype=live&protocol=hls&accesstoken=GC19726C7V21307D1T6B005F28JD9B307ABM7B62413DICAB7991BK98BDB0&playtoken=ABCDEFGH&programid=4200000192.m3u8
晋城公共频道,http://access.shuliyun.com:13164/playurl?playtype=live&protocol=hls&accesstoken=GC19726C7V21307D1T6B005F28JD9B307ABM7B62413DICAB7991BK98BDB0&playtoken=ABCDEFGH&programid=4200000193.m3u8
邯郸新闻综合,http://live.hd.hdbs.cn/video/s10001-hdxwpd/index.m3u8
邯郸公共频道,http://live.hd.hdbs.cn/video/s10001-hdggpd/index.m3u8
邯郸科教频道,http://live.hd.hdbs.cn/video/s10001-hdkjpd/index.m3u8
大同新闻综合,http://hwzbout.yunshicloud.com/p2984z/k8kl9m.m3u8
大同公共频道,http://hwzbout.yunshicloud.com/p2984z/239g8l.m3u8
朔州新闻综合,http://stream.sxsztv.com/live1/sd/live.m3u8
朔州娱乐生活,http://stream.sxsztv.com/live2/sd/live.m3u8
朔城区新闻台,http://stream.sxsztv.com/live4/sd/live.m3u8
陕西新闻资讯,http://61.151.179.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225500/index.m3u8
陕西都市青春,http://61.151.179.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226060/index.m3u8
宝鸡新闻综合,http://61.151.179.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225658/index.m3u8
神木新闻综合,http://61.151.179.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225694/index.m3u8
杨凌新闻综合,http://61.151.179.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225900/index.m3u8
西安新闻综合,http://stream2.xiancity.cn/xatv1/sd/live.m3u8
西安都市频道,http://stream2.xiancity.cn/xatv2/sd/live.m3u8
西安商务资讯,http://stream2.xiancity.cn/xatv3/sd/live.m3u8
西安影视频道,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
西安丝路频道,http://stream2.xiancity.cn/xatv5/sd/live.m3u8
西安移动电视,http://stream2.xiancity.cn/xatv6/sd/live.m3u8
安康综合频道,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226385/index.m3u8
敦煌综合频道,http://117.156.28.119/270000001111/1110000028/index.m3u8
高台综合频道,http://117.156.28.119/270000001111/1110000146/index.m3u8
灵台综合频道,http://117.156.28.119/270000001111/1110000145/index.m3u8
岷昌综合频道,http://117.156.28.119/270000001111/1110000130/index.m3u8
迭部综合频道,http://117.156.28.119/270000001111/1110000154/index.m3u8
宁县综合频道,http://117.156.28.119/270000001111/1110000157/index.m3u8
武威新闻综合,http://117.156.28.119/270000001111/1110000174/index.m3u8
永昌综合频道,http://117.156.28.119/270000001111/1110000178/index.m3u8
靖远综合频道,http://117.156.28.119/270000001111/1110000183/index.m3u8
天水综合频道,http://117.156.28.119/270000001111/1110000185/index.m3u8
天水公共频道,http://117.156.28.119/270000001111/1110000186/index.m3u8
贵州公共频道,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225682/1/index.m3u8?fmt=ts2hls
贵州文艺频道,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225704/1/index.m3u8?fmt=ts2hls
贵州生活频道,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225740/1/index.m3u8?fmt=ts2hls
贵州法制频道,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225662/1/index.m3u8?fmt=ts2hls
贵州少儿频道,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225672/1/index.m3u8?fmt=ts2hls
贵州科教频道,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225741/1/index.m3u8?fmt=ts2hls
贵州移动电视,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225774/1/index.m3u8?fmt=ts2hls
贵阳新闻综合,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225743/1/index.m3u8?fmt=ts2hls
贵阳经济生活,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225684/1/index.m3u8?fmt=ts2hls
贵阳法制频道,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225725/1/index.m3u8?fmt=ts2hls
贵阳都市频道,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225705/1/index.m3u8?fmt=ts2hls
贵阳旅游生活,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225715/1/index.m3u8?fmt=ts2hls
毕节新闻综合,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221226002/1/index.m3u8?fmt=ts2hls
毕节公共频道,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221226021/1/index.m3u8?fmt=ts2hls
安顺新闻综合,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221226054/1/index.m3u8?fmt=ts2hls
